# RDB data retrieved from Oracle.
#
# $Log$
# tsql nwisor -rdb 'select * from gw_otid_01  order by site_no' |# 02/19/2019 21:01:29, llorzol
#
agency_cd	site_no	otid_seq_nu	otid_id	assigner_nm	otid_web_cd	otid_cn	otid_cr	otid_mn	otid_md
5s	15s	9n	15s	15s	1s	8s	25d	8s	25d
USGS	450725122521701	1	47000414	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	450726122274401	1	05901170	RASA	Y	tiffany	26-MAR-2002 20:29:09	tiffany	26-MAR-2002 20:29:09
USGS	450726122504701	1	47000046	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	450729122585901	1	47000411	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	450732122423601	1	36-005-00002	AM. PETR. INST.	Y	tiffany	06-MAR-2003 18:26:45	tiffany	06-MAR-2003 18:26:45
USGS	450732122423601	2	DOGAMI 240	DOGAMI	Y	tiffany	06-MAR-2003 18:26:45	tiffany	06-MAR-2003 18:26:45
USGS	450733123034101	1	OWRD OBS 1000	OR004	Y	tiffany	19-FEB-2003 21:47:57	tiffany	19-FEB-2003 21:47:57
USGS	450733123034101	2	71000043	USGS	Y	tiffany	19-FEB-2003 21:47:57	tiffany	19-FEB-2003 21:47:57
USGS	450734122512601	1	47000391	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-JUL-1991 00:00:00
USGS	450734122514101	1	47000392	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-JUL-1991 00:00:00
USGS	450735123041801	1	71000094	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	15-NOV-1991 00:00:00
USGS	450735123165401	1	71900036	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	09-OCT-1992 00:00:00
USGS	450736122554101	1	47000413	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	450737122565001	1	47000412	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	450739122515601	1	47000390	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-JUL-1991 00:00:00
USGS	450740123003600	1	C01 SN10778833	USGS	Y	tiffany	28-OCT-2015 17:14:25	tiffany	28-OCT-2015 17:14:25
USGS	450740123074401	1	7100599	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	03-MAR-1997 00:00:00
USGS	450745123015801	1	29	WILL NAWQA	Y	tiffany	28-JUN-2004 14:04:56	tiffany	28-JUN-2004 14:04:56
USGS	450746123003100	1	C14 SN10778838	USGS	Y	tiffany	28-OCT-2015 17:14:25	tiffany	28-OCT-2015 17:14:25
USGS	450751123020401	1	71000041	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	29-MAY-1991 00:00:00
USGS	450758122590201	1	OWRD OBS 611	OR004	Y	tiffany	19-FEB-2003 21:47:58	tiffany	19-FEB-2003 21:47:58
USGS	450758122590201	2	47000217	USGS	Y	tiffany	19-FEB-2003 21:47:58	tiffany	19-FEB-2003 21:47:58
USGS	450802122502501	1	OWRD OBS 642	OR004	Y	tiffany	19-FEB-2003 21:47:58	tiffany	19-FEB-2003 21:47:58
USGS	450802122502501	2	47000042	USGS	Y	tiffany	19-FEB-2003 21:47:58	tiffany	19-FEB-2003 21:47:58
USGS	450802122502601	1	OWRD OBS 644	OR004	Y	tiffany	19-FEB-2003 21:47:58	tiffany	19-FEB-2003 21:47:58
USGS	450802122502601	2	47000043	USGS	Y	tiffany	19-FEB-2003 21:47:58	tiffany	19-FEB-2003 21:47:58
USGS	450802122525901	1	47000410	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	450803122502401	1	47000041	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	450803122502501	1	OWRD OBS 645	OR004	Y	tiffany	19-FEB-2003 21:47:58	tiffany	19-FEB-2003 21:47:58
USGS	450803122502501	2	47000044	USGS	Y	tiffany	19-FEB-2003 21:47:58	tiffany	19-FEB-2003 21:47:58
USGS	450805122502101	1	47000151	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	450807122535301	1	47900025	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	09-OCT-1992 00:00:00
USGS	450807122594101	1	47000421	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	450808122440101	1	31	WILL NAWQA	Y	tiffany	28-JUN-2004 14:06:24	tiffany	28-JUN-2004 14:06:24
USGS	450808123004200	1	C12 SN2337793	USGS	Y	tiffany	28-OCT-2015 17:14:25	tiffany	28-OCT-2015 17:14:25
USGS	450808123004500	1	C28 SN10778836	USGS	Y	tiffany	28-OCT-2015 17:14:25	tiffany	03-NOV-2015 14:44:42
USGS	450810122523001	1	WELL #12 (PARR)	OWNER	L	tiffany	16-OCT-2012 20:42:40	tiffany	16-OCT-2012 20:42:40
USGS	450812119594501	1	GR-41A	COL PLAT SYN	Y	tiffany	08-APR-2009 18:31:50	tiffany	08-APR-2009 18:31:50
USGS	450812122435101	1	OWRD OBS 65	OR004	Y	tiffany	19-FEB-2003 21:47:59	tiffany	19-FEB-2003 21:47:59
USGS	450812122435101	2	05901113	USGS	Y	tiffany	19-FEB-2003 21:47:59	tiffany	19-FEB-2003 21:47:59
USGS	450812122473701	1	47000389	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-JUL-1991 00:00:00
USGS	450813122350501	1	OWRD OBS 45	OR004	Y	tiffany	12-JUN-2006 17:31:34	tiffany	12-JUN-2006 17:31:34
USGS	450813122351601	1	05900057	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	09-OCT-1992 00:00:00
USGS	450813122514501	1	47000436	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	08-NOV-1991 00:00:00
USGS	450819122574501	1	47000062	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	450820122515001	1	WELL #13 (SETTL	OWNER	L	tiffany	16-OCT-2012 20:42:40	tiffany	16-OCT-2012 20:42:40
USGS	450824122320401	1	05901139	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	10-OCT-1991 00:00:00
USGS	450826122521101	1	47000059	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	450828122512301	1	OWRD OBS 646	OR004	Y	tiffany	19-FEB-2003 21:47:59	tiffany	19-FEB-2003 21:47:59
USGS	450828122512301	2	47900027	USGS	Y	tiffany	19-FEB-2003 21:47:59	tiffany	19-FEB-2003 21:47:59
USGS	450828123144001	1	71000065	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	05-NOV-1991 00:00:00
USGS	450829122512101	1	OWRD OBS 608	OR004	Y	tiffany	19-FEB-2003 21:47:59	tiffany	19-FEB-2003 21:47:59
USGS	450829122512101	3	NO.2	CTY OF WOODBURN	Y	tiffany	19-FEB-2003 21:47:59	tiffany	19-FEB-2003 21:47:59
USGS	450829122565201	1	OWRD OBS 649	OR004	Y	tiffany	19-FEB-2003 21:47:59	tiffany	19-FEB-2003 21:47:59
USGS	450829122565201	2	47000061	USGS	Y	tiffany	19-FEB-2003 21:47:59	tiffany	19-FEB-2003 21:47:59
USGS	450829123143801	1	OWRD OBS 988	OR004	Y	tiffany	19-FEB-2003 21:47:59	tiffany	19-FEB-2003 21:47:59
USGS	450829123143801	2	71900020	USGS	Y	tiffany	19-FEB-2003 21:48:00	tiffany	19-FEB-2003 21:48:00
USGS	450830122502501	1	47000429	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	08-NOV-1991 00:00:00
USGS	450830123161601	1	71900035	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	09-OCT-1992 00:00:00
USGS	450832122473401	1	47000388	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-JUL-1991 00:00:00
USGS	450833122473501	1	47900245	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	10-OCT-1991 00:00:00
USGS	450833122490101	1	47900246	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	10-OCT-1991 00:00:00
USGS	450834122512601	1	47000428	USGS	Y	nwis	04-NOV-1998 00:00:00	tiffany	13-APR-2007 18:05:50
USGS	450843122520201	1	47000427	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	08-NOV-1991 00:00:00
USGS	450843123034901	1	71000040	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	29-MAY-1991 00:00:00
USGS	450846122513501	1	OWRD OBS 607	OR004	Y	tiffany	19-FEB-2003 21:48:00	tiffany	19-FEB-2003 21:48:00
USGS	450846122513501	2	47900009	USGS	Y	tiffany	19-FEB-2003 21:48:00	tiffany	19-FEB-2003 21:48:00
USGS	450847122524301	1	47000058	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	450848122555201	1	47000057	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	450853122552901	1	47000408	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	450853122552902	1	47000409	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	450857121443501	1	05900061	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	09-OCT-1992 00:00:00
USGS	450857123040901	1	71900041	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	09-OCT-1992 00:00:00
USGS	450901122502001	1	47000431	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	08-NOV-1991 00:00:00
USGS	450905123042301	1	71900039	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	09-OCT-1992 00:00:00
USGS	450906123033601	1	71900040	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	09-OCT-1992 00:00:00
USGS	450908122470801	1	47000387	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-JUL-1991 00:00:00
USGS	450908122575001	1	47000056	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	450908123112401	1	71000053	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	29-MAY-1991 00:00:00
USGS	450912122530301	1	47000430	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	08-NOV-1991 00:00:00
USGS	450913122261201	1	05901166	RASA	Y	tiffany	26-MAR-2002 20:29:08	tiffany	26-MAR-2002 20:29:08
USGS	450914122264101	1	05901165	RASA	Y	tiffany	26-MAR-2002 20:29:07	tiffany	26-MAR-2002 20:29:07
USGS	450914122354101	1	OWRD OBS 1348	OR004	Y	tiffany	19-JUN-2014 15:15:41	tiffany	19-JUN-2014 15:15:41
USGS	450914122563701	1	47000407	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	450917122485101	1	47000040	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	450917122495001	1	47000450	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	08-NOV-1991 00:00:00
USGS	450918122273801	1	05901164	RASA	Y	tiffany	26-MAR-2002 20:29:07	tiffany	26-MAR-2002 20:29:07
USGS	450919122513301	1	47000432	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	08-NOV-1991 00:00:00
USGS	450919122513302	1	47000433	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	08-NOV-1991 00:00:00
USGS	450920122493901	1	47000435	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-FEB-1995 00:00:00
USGS	450921122361201	1	32	WILL NAWQA	Y	tiffany	28-JUN-2004 14:07:51	tiffany	28-JUN-2004 14:07:51
USGS	450921123091201	1	OWRD OBS 1003	OR004	Y	tiffany	19-FEB-2003 21:48:00	tiffany	19-FEB-2003 21:48:00
USGS	450921123091201	2	71000054	USGS	Y	tiffany	19-FEB-2003 21:48:00	tiffany	19-FEB-2003 21:48:00
USGS	450923122510001	1	47000386	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-JUL-1991 00:00:00
USGS	450926122284701	1	05901163	RASA	Y	tiffany	26-MAR-2002 20:29:06	tiffany	26-MAR-2002 20:29:06
USGS	450926122390001	1	05901108	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	10-OCT-1991 00:00:00
USGS	450926122514301	1	47000038	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-JUL-1991 00:00:00
USGS	450926122584101	1	47000406	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	450932123145701	1	71000058	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	29-MAY-1991 00:00:00
USGS	450933122325901	1	05901132	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	10-OCT-1991 00:00:00
USGS	450933122580901	1	47000404	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	450935122371301	1	05901102	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	10-OCT-1991 00:00:00
USGS	450936122523601	1	47000402	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	450937122584001	1	47000405	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	450939122520901	1	OWRD OBS 609	OR004	Y	tiffany	19-FEB-2003 21:48:00	tiffany	19-FEB-2003 21:48:00
USGS	450939122520901	2	47900010	USGS	Y	tiffany	19-FEB-2003 21:48:00	tiffany	19-FEB-2003 21:48:00
USGS	450940122493001	1	WELL #14 (PATRI	OWNER	L	tiffany	16-OCT-2012 20:42:40	tiffany	16-OCT-2012 20:42:40
USGS	450948122531701	1	47000052	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	450950122522601	1	47000401	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	450956122501101	1	47000385	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-JUL-1991 00:00:00
USGS	450956123073501	1	71000052	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	29-MAY-1991 00:00:00
USGS	450957123150201	1	71900033	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	09-OCT-1992 00:00:00
USGS	450958122543601	1	47000054	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	450958122545901	1	47000403	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	450958122580201	1	OWRD OBS 610	OR004	Y	tiffany	19-FEB-2003 21:48:00	tiffany	19-FEB-2003 21:48:00
USGS	450958122580201	2	47900011	USGS	Y	tiffany	19-FEB-2003 21:48:00	tiffany	19-FEB-2003 21:48:00
USGS	451001122490001	1	47000384	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-JUL-1991 00:00:00
USGS	451001122530301	1	47000051	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451008122444901	1	05901097	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	10-OCT-1991 00:00:00
USGS	451008122524101	1	47000050	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451012122545201	1	47000053	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451012123073301	1	71000051	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	29-MAY-1991 00:00:00
USGS	451013122244601	1	05901156	RASA	Y	tiffany	26-MAR-2002 20:29:05	tiffany	26-MAR-2002 20:29:05
USGS	451014122275101	1	05901160	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	10-OCT-1991 00:00:00
USGS	451017123070901	1	OWRD OBS 1002	OR004	Y	tiffany	19-FEB-2003 21:48:01	tiffany	19-FEB-2003 21:48:01
USGS	451017123070901	2	71000050	USGS	Y	tiffany	19-FEB-2003 21:48:01	tiffany	19-FEB-2003 21:48:01
USGS	451018123153901	1	71900034	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	09-OCT-1992 00:00:00
USGS	451019123051901	1	71000039	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	29-MAY-1991 00:00:00
USGS	451020121050001	1	SPRING #1	OWNER	L	tiffany	16-OCT-2012 20:42:40	tiffany	16-OCT-2012 20:42:40
USGS	451020121050002	1	SPRING #2	OWNER	L	tiffany	16-OCT-2012 20:42:40	tiffany	16-OCT-2012 20:42:40
USGS	451020121050003	1	SPRING #3	OWNER	L	tiffany	16-OCT-2012 20:42:40	tiffany	16-OCT-2012 20:42:40
USGS	451022123151001	1	71900032	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	09-OCT-1992 00:00:00
USGS	451024122594101	1	47000037	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451028122544601	1	OWRD OBS 639	OR004	Y	tiffany	19-FEB-2003 21:48:01	tiffany	19-FEB-2003 21:48:01
USGS	451028122544601	2	47900008	USGS	Y	tiffany	19-FEB-2003 21:48:01	tiffany	19-FEB-2003 21:48:01
USGS	451028122550801	1	47000033	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	451036122494001	1	47000367	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-JUL-1991 00:00:00
USGS	451037122593001	1	36-047-00001	AM. PETR. INST.	Y	tiffany	26-MAR-2002 18:25:21	tiffany	26-MAR-2002 18:25:21
USGS	451037122593001	2	DOGAMI O	DOGAMI	Y	tiffany	26-MAR-2002 18:25:21	tiffany	26-MAR-2002 18:25:21
USGS	451039123063101	1	71000107	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	15-NOV-1991 00:00:00
USGS	451041123155501	1	71900031	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	09-OCT-1992 00:00:00
USGS	451045123032701	1	OWRD OBS 986	OR004	Y	tiffany	19-FEB-2003 21:48:01	tiffany	19-FEB-2003 21:48:01
USGS	451045123032701	2	71000063	USGS	Y	tiffany	19-FEB-2003 21:48:01	tiffany	19-FEB-2003 21:48:01
USGS	451046122483101	1	47000438	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	08-NOV-1991 00:00:00
USGS	451046122593501	1	47000036	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451047122534901	1	47000382	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	451048122393201	1	05901032	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	10-OCT-1991 00:00:00
USGS	451048122420501	1	25	WILL NAWQA	Y	tiffany	28-JUN-2004 14:08:31	tiffany	28-JUN-2004 14:08:31
USGS	451050122482001	1	WELL #4	OWNER	L	tiffany	16-OCT-2012 20:42:40	tiffany	16-OCT-2012 20:42:40
USGS	451051122295001	1	05901067	RASA	Y	tiffany	19-MAR-2002 18:02:27	tiffany	19-MAR-2002 18:02:27
USGS	451052122512501	1	OWRD OBS 606	OR004	Y	tiffany	19-FEB-2003 21:48:02	tiffany	19-FEB-2003 21:48:02
USGS	451052122512501	2	47000211	USGS	Y	tiffany	19-FEB-2003 21:48:02	tiffany	19-FEB-2003 21:48:02
USGS	451057122481001	1	47000148	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451057122492701	1	47000016	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451057122510401	1	47000015	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-JUL-1991 00:00:00
USGS	451057122510502	1	47000366	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-JUL-1991 00:00:00
USGS	451059122482701	1	47000437	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	08-NOV-1991 00:00:00
USGS	451100122483001	1	WELL #2	OWNER	L	tiffany	16-OCT-2012 20:42:41	tiffany	16-OCT-2012 20:42:41
USGS	451100122525501	1	47000035	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451100123072001	1	WELL #1	OWNER	L	tiffany	16-OCT-2012 20:42:41	tiffany	16-OCT-2012 20:42:41
USGS	451100123072001	2	L14858	OR004	L	tiffany	16-OCT-2012 20:42:41	tiffany	16-OCT-2012 20:42:41
USGS	451100123080001	1	WELL #2	OWNER	L	tiffany	16-OCT-2012 20:42:41	tiffany	16-OCT-2012 20:42:41
USGS	451100123080001	2	L59407	OR004	L	tiffany	16-OCT-2012 20:42:41	tiffany	16-OCT-2012 20:42:41
USGS	451105122315201	1	05901065	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	10-OCT-1991 00:00:00
USGS	451110122470301	1	36-047-00020	AM. PETR. INST.	Y	tiffany	20-MAR-2002 17:48:17	tiffany	20-MAR-2002 17:48:17
USGS	451110122470301	2	DOGAMI 358	DOGAMI	Y	tiffany	20-MAR-2002 17:48:17	tiffany	20-MAR-2002 17:48:17
USGS	451110123044501	1	71000032	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	29-MAY-1991 00:00:00
USGS	451110123051001	1	WELL #5	OWNER	L	tiffany	16-OCT-2012 20:42:41	tiffany	16-OCT-2012 20:42:41
USGS	451110123051001	2	L59406	OR004	L	tiffany	16-OCT-2012 20:42:41	tiffany	16-OCT-2012 20:42:41
USGS	451111122290201	1	05901084	RASA	Y	tiffany	20-MAR-2002 17:48:10	tiffany	20-MAR-2002 17:48:10
USGS	451112122343401	1	05901063	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	10-OCT-1991 00:00:00
USGS	451112122520401	1	47000034	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451116122562901	1	47000379	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	451117122462601	1	47000365	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-JUL-1991 00:00:00
USGS	451117122465901	1	47000364	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-JUL-1991 00:00:00
USGS	451120123075001	1	WELL #3	OWNER	L	tiffany	16-OCT-2012 20:42:41	tiffany	16-OCT-2012 20:42:41
USGS	451120123075001	2	L55481	OR004	L	tiffany	16-OCT-2012 20:42:41	tiffany	16-OCT-2012 20:42:41
USGS	451124122563801	1	OWRD OBS 637	OR004	Y	tiffany	19-FEB-2003 21:48:02	tiffany	19-FEB-2003 21:48:02
USGS	451124122563801	2	47000030	USGS	Y	tiffany	19-FEB-2003 21:48:02	tiffany	19-FEB-2003 21:48:02
USGS	451125122561701	1	47000380	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	451128122585501	1	47000381	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	24-JUL-1991 00:00:00
USGS	451130122533301	1	47000026	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451130122541701	1	47000027	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451130123575001	1	WELL #6	OWNER	L	tiffany	16-OCT-2012 20:42:41	tiffany	16-OCT-2012 20:42:41
USGS	451131122460201	1	47000014	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451131122465901	1	47000363	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-JUL-1991 00:00:00
USGS	451132122464201	1	47000013	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451135122281701	1	05901082	RASA	Y	tiffany	20-MAR-2002 17:48:09	tiffany	20-MAR-2002 17:48:09
USGS	451135123130601	1	71000038	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	29-MAY-1991 00:00:00
USGS	451138122411401	1	05901026	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	10-OCT-1991 00:00:00
USGS	451139122413701	1	05901027	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	10-OCT-1991 00:00:00
USGS	451140122525501	1	47000378	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	22-JAN-1992 00:00:00
USGS	451140123075001	1	WELL #4	OWNER	L	tiffany	16-OCT-2012 20:42:41	tiffany	16-OCT-2012 20:42:41
USGS	451140123075001	2	L55482	OR004	L	tiffany	16-OCT-2012 20:42:41	tiffany	16-OCT-2012 20:42:41
USGS	451140123575001	1	WELL #4	OWNER	L	tiffany	16-OCT-2012 20:42:41	tiffany	16-OCT-2012 20:42:41
USGS	451144122464401	1	47000362	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-JUL-1991 00:00:00
USGS	451144122465701	1	47000012	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451149122212901	1	05901095	RASA	Y	tiffany	20-MAR-2002 17:48:16	tiffany	20-MAR-2002 17:48:16
USGS	451149122582201	1	47000032	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451150123575001	1	WELL #5	OWNER	L	tiffany	16-OCT-2012 20:42:41	tiffany	16-OCT-2012 20:42:41
USGS	451151123102201	1	OWRD OBS 997	OR004	Y	tiffany	19-FEB-2003 21:48:02	tiffany	19-FEB-2003 21:48:02
USGS	451151123102201	2	71000037	USGS	Y	tiffany	19-FEB-2003 21:48:02	tiffany	19-FEB-2003 21:48:02
USGS	451152122535901	1	47000025	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451154122290801	1	05901083	RASA	Y	tiffany	20-MAR-2002 17:48:10	tiffany	20-MAR-2002 17:48:10
USGS	451154122461501	1	47000011	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451154122563701	1	47000029	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451155122561501	1	47000028	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451156122573201	1	47000031	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451200123033401	1	71000031	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	29-MAY-1991 00:00:00
USGS	451201122432901	1	05901302	RASA	Y	tiffany	18-MAR-2002 21:23:10	tiffany	18-MAR-2002 21:23:10
USGS	451202122271301	1	05901081	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	10-OCT-1991 00:00:00
USGS	451203122260001	1	05901080	RASA	Y	tiffany	19-MAR-2002 19:02:42	tiffany	19-MAR-2002 19:02:42
USGS	451206122201301	1	05901093	RASA	Y	tiffany	20-MAR-2002 17:48:14	tiffany	20-MAR-2002 17:48:14
USGS	451206122240301	1	05901078	RASA	Y	tiffany	19-MAR-2002 19:02:42	tiffany	19-MAR-2002 19:02:42
USGS	451207122365401	1	05901048	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	10-OCT-1991 00:00:00
USGS	451209122470801	1	47000361	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	01-JUL-1991 00:00:00
USGS	451209122534401	1	47000024	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	16-SEP-1991 00:00:00
USGS	451210122335401	1	05901050	USGS	Y	nwis	04-NOV-1998 00:00:00	nwis	10-OCT-1991 00:00:00
