# RDB data retrieved from Oracle.
#
# $Log$
# tsql nwisor -rdb 'select * from gw_geoh_01 order by site_no, geoh_seq_nu' |# 02/19/2019 21:01:04, llorzol
#
agency_cd	site_no	geoh_seq_nu	lith_cd	lith_top_va	lith_bottom_va	lith_unit_cd	lith_ds	contrib_unit_cd	geoh_web_cd	geoh_cn	geoh_cr	geoh_mn	geoh_md
USGS	453213119315701	1	BSLT	    7.00		122GDRD	W/SS INTERBEDS	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453216119243201	1	CLAY	    8.00	   14.00	121ALKC	BROWN	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453216119243201	2	BSLT	   14.00		122GDRD	SEAMS PRESENT	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453217118474301	1	SAND	    0.00	   25.00	110ALVM	GRVL 15-20 FT	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453217118474301	2	BSLT	   25.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453218119243701	1	SOIL	    0.00	   19.00	110ALVM	16-19'GRAVEL	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453218119243701	2	BSLT	   19.00		122GDRD	W/INTERBEDS	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453218119321201	1	CLSN	    4.00	   24.00	121ALKC		N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453218119321201	2	BSLT	   24.00		122GDRD	HARD AND SOFT	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453218120592801	2	BSLT	   18.00	  203.00	122FSPG		S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453218120592801	3	BSLT	  203.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453218120592801	4	BSLT	   18.00	  203.00	122WNPM	FSPG	S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453218121021001	1	BSLT	   90.00		122CBRV		P	Y	nwis	04-NOV-1998 00:00:00	tiffany	11-JUN-2010 19:24:24
USGS	453219122423601	1	SAND	       0	      19	112FLVC		U	Y	tiffany	28-SEP-2005 15:25:03	tiffany	28-SEP-2005 15:25:03
USGS	453219122423601	2	SAND	      19	      52	121TRDL		U	Y	tiffany	28-SEP-2005 15:25:04	tiffany	28-SEP-2005 15:25:04
USGS	453219122423601	3	BSLT	      52	      58	122SDHW		U	Y	tiffany	28-SEP-2005 15:25:04	tiffany	28-SEP-2005 15:25:04
USGS	453219122423601	4	CLSN	      58	      60	122VNTG		U	Y	tiffany	28-SEP-2005 15:25:05	tiffany	28-SEP-2005 15:25:05
USGS	453219122423601	5	BSLT	      60	      97	122STLB	FLOW 1	U	Y	tiffany	28-SEP-2005 15:25:05	tiffany	28-SEP-2005 15:25:05
USGS	453219122423601	6	BSLT	      97	     125	122STLB	FLOW 2	U	Y	tiffany	28-SEP-2005 15:25:05	tiffany	28-SEP-2005 15:25:05
USGS	453219122423601	7	BSLT	     125	     168	122STLB	FLOW 3	U	Y	tiffany	28-SEP-2005 15:25:06	tiffany	28-SEP-2005 15:25:06
USGS	453219122423601	8	BSLT	     168		122STLB	FLOW 4	U	Y	tiffany	28-SEP-2005 15:25:06	tiffany	28-SEP-2005 15:25:06
USGS	453220119253001	1	CLAY	    1.00	   17.00	121ALKC	5-17' GRAVEL	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453220119253001	2	BSLT	   17.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453220119552201	1	BSLT	   11.00	  135.00	122FSPG		N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453220119552201	2	CLAY	  135.00	  143.00	122VNTG	BLUE	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453220119552201	3	BSLT	  143.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453221118512201	1	SOIL	       0	      10	110ALVM		N	Y	tiffany	23-AUG-2005 15:53:03	tiffany	23-AUG-2005 15:53:03
USGS	453221118512201	2	BSLT	      10		122CBRV		P	Y	tiffany	23-AUG-2005 15:53:04	tiffany	23-AUG-2005 15:53:04
USGS	453221121200801	1	SNDS	   29.00		121DLLS		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453222118512201	1	BSLT	   10.00	  450.00	122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453222120140901	1	GRVL	    0.00	   43.00	110ALVM	SOIL 0-3 FT	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453222120140901	2	BSLT	   43.00	  419.00	122WNPM		S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453222120140901	3	CLAY	  419.00	  431.00	122VNTG	GREEN	U	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453222120140901	4	BSLT	  431.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453225118474201	1	GRVL	    5.00	   70.00	121MCKY		N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453225118474201	2	BSLT	   70.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453226119552501	1	BSLT	   18.00	  155.00	122FSPG	BLACK	S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453226119552501	2	CLAY	  155.00	  163.00	122VNTG	SOFT	U	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453226119552501	3	BSLT	  163.00		122GDRD	W/SS 251-260	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453226119552501	4	BSLT	   18.00	  163.00	122WNPM	FSPG,VNTG	S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453227118492001	1	SAND	    0.00	   14.00	110ALVM	AND GRAVEL	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453227118492001	2	BSLT	   14.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453230118464601	1	SOIL	    0.00	   16.00	110ALVM		N	Y	tiffany	23-AUG-2005 15:11:50	tiffany	23-AUG-2005 15:11:50
USGS	453230118464601	2	BSLT	   16.00	   25.00	122CBRV		N	Y	tiffany	23-AUG-2005 15:11:51	tiffany	23-AUG-2005 15:11:51
USGS	453230118464601	3	CLSN	   25.00	   40.00	122ELBG		N	Y	tiffany	23-AUG-2005 15:11:51	tiffany	23-AUG-2005 15:11:51
USGS	453230118464601	4	BSLT	   40.00		122CBRV		P	Y	tiffany	23-AUG-2005 15:11:51	tiffany	23-AUG-2005 15:11:51
USGS	453230122555701	1	STCL	       0	      18	112WLMT		U	Y	tiffany	13-SEP-2005 16:08:40	tiffany	13-SEP-2005 16:08:40
USGS	453230122555701	2	CLSD	      18	     969	121TRDL		U	Y	tiffany	13-SEP-2005 16:08:40	tiffany	13-SEP-2005 16:08:40
USGS	453230122555701	3	BSLT	     969	    1068	122STLB	FLOW 1	U	Y	tiffany	13-SEP-2005 16:08:40	tiffany	13-SEP-2005 16:08:40
USGS	453230122555701	4	BSLT	    1068	    1187	122STLB	FLOW 2	U	Y	tiffany	13-SEP-2005 16:08:40	tiffany	15-DEC-2005 17:42:39
USGS	453230122555701	5	BSLT	    1187	    1220	122STLB	FLOW 3	U	Y	tiffany	13-SEP-2005 16:08:40	tiffany	15-DEC-2005 17:42:39
USGS	453230122555701	6	BSLT	    1220	    1295	122WTRW	FLOW 1	U	Y	tiffany	13-SEP-2005 16:08:40	tiffany	13-SEP-2005 16:08:40
USGS	453230122555701	7	BSLT	    1295	    1323	122WTRW	FLOW 2	U	Y	tiffany	13-SEP-2005 16:08:40	tiffany	15-DEC-2005 17:42:39
USGS	453230122555701	8	BSLT	    1323	    1360	122WTRW	FLOW 3	U	Y	tiffany	13-SEP-2005 16:08:41	tiffany	15-DEC-2005 17:42:39
USGS	453230122555701	9	BSLT	    1360	    1475	122GRCK	FLOW 1	U	Y	tiffany	13-SEP-2005 16:08:41	tiffany	13-SEP-2005 16:08:41
USGS	453230122555701	10	CLSN	    1475	    1480	122ELBG		U	Y	tiffany	13-SEP-2005 16:08:41	tiffany	13-SEP-2005 16:08:41
USGS	453230122555701	11	BSLT	    1480		122GRCK	FLOW 2	U	Y	tiffany	13-SEP-2005 16:08:41	tiffany	13-SEP-2005 16:08:41
USGS	453231119194401	1	GRCM	    0.00	   10.00	121ALKC		N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453231119194401	2	BSLT	   10.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453238121095101	1	BSLT			122CBRV		P	Y	nwis	04-NOV-1998 00:00:00	tiffany	11-JUN-2010 19:24:24
USGS	453239119031501	1	BSLT	    6.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453240119191001	1	ALVM	    0.00	   20.00	121ALKC	GRCM,SILT&CLAY	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453240119191001	2	BSLT	   20.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453240120143701	1	BSLT	    8.00	  532.00	122WNPM	W/TALC 465-532	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453240120143701	2	BSLT	  532.00		122GDRD		S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453242123022201	1	CLAY	       0	      87	112WLMT		U	Y	tiffany	16-SEP-2005 14:11:50	tiffany	16-SEP-2005 14:11:50
USGS	453242123022201	2	CLSD	      87	    1282	121TRDL		U	Y	tiffany	16-SEP-2005 14:11:50	tiffany	16-SEP-2005 14:11:50
USGS	453242123022201	3	BSLT	    1282	    1378	122SDHW		U	Y	tiffany	16-SEP-2005 14:11:51	tiffany	16-SEP-2005 14:11:51
USGS	453242123022201	4	CLSN	    1378	    1380	122ELBG		U	Y	tiffany	16-SEP-2005 14:11:51	tiffany	16-SEP-2005 14:11:51
USGS	453242123022201	5	BSLT	    1380	    1488	122GNKG	FLOW 1	U	Y	tiffany	16-SEP-2005 14:11:51	tiffany	16-SEP-2005 14:11:51
USGS	453242123022201	6	BSLT	    1488		122GNKG	FLOW 2	U	Y	tiffany	16-SEP-2005 14:11:52	tiffany	16-SEP-2005 14:11:52
USGS	453245119221901	1	GRCL	    0.00	   31.00	110ALVM	0-27' CLSD,4'GRL	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453245119221901	2	BSLT	   31.00		122GDRD	VARIED	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453245120122201	1	CLAY	    2.00	  334.00	121ALKC	&GRVL & BSLT	S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453245120122201	2	BSLT	  334.00		122WNPM		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453246119260301	1	CLAY	    0.00	   25.00	121ALKC	BROWN,0-5ALKALI	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453246119260301	2	BSLT	   25.00		122GDRD	W/GRN CLAYBEDS	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453248122423301	1				122CBRV		P	Y	tiffany	20-FEB-2002 20:12:55	tiffany	20-FEB-2002 20:12:55
USGS	453249121101801	1	SNDS	    1.00		121DLLS		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453250121362601	1	SDGL	    2.00		110ALVM		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453251121104301	1	SNDS	   13.00	  110.00	121DLLS		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453251121104301	2	BSLT	  110.00		121CBRVM		S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453255119234101	1	CLAY	    0.00	   46.00	110ALVM		N	Y	tiffany	09-DEC-2004 17:53:00	tiffany	09-DEC-2004 17:53:00
USGS	453255119234101	2	BSLT	   46.00		122CBRV		P	Y	tiffany	09-DEC-2004 17:53:00	tiffany	09-DEC-2004 17:53:00
USGS	453300118462901	1	CLAY	    3.00	   76.00	121MCKY	AND GRAVEL	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453300118462901	2	BSLT	   76.00	  190.00	122WNPM		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453300118462901	3	BSLT	  190.00		122GDRD		S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453301120143501	1	GRVL	    0.00	   41.00	110ALVM	SOIL 0-6 FT	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453301120143501	2	BSLT	   41.00	  485.00	122WNPM	W/GRN CLSN ZONES	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453301120143501	3	BSLT	  485.00		122GDRD	W/GRN CLSN ZONE	S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453301121183401	1	SNDS	   25.00		121DLLS		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453302121102001	1	BSLT	  316.00		122CBRV		P	Y	nwis	04-NOV-1998 00:00:00	tiffany	11-JUN-2010 19:24:24
USGS	453302122504101	1	BSLT	       0	     127	112BRNG		U	Y	tiffany	13-SEP-2005 15:49:29	tiffany	13-SEP-2005 15:49:29
USGS	453302122504101	2	CLAY	     127	     405	121TRDL		U	Y	tiffany	13-SEP-2005 15:49:29	tiffany	13-SEP-2005 15:49:29
USGS	453302122504101	3	BSLT	     405	     455	122SDHW	FLOW 1	U	Y	tiffany	13-SEP-2005 15:49:29	tiffany	15-DEC-2005 17:42:38
USGS	453302122504101	4	BSLT	     455	     515	122SDHW	FLOW 2	U	Y	tiffany	13-SEP-2005 15:49:29	tiffany	15-DEC-2005 17:42:38
USGS	453302122504101	5	BSLT	     515	     555	122GNKG		U	Y	tiffany	13-SEP-2005 15:49:29	tiffany	15-DEC-2005 17:42:38
USGS	453302122504101	6	SLSN	     555	     560	122VNTG		U	Y	tiffany	13-SEP-2005 15:49:29	tiffany	13-SEP-2005 15:49:29
USGS	453302122504101	7	BSLT	     560	     615	122STLB	FLOW 1	U	Y	tiffany	13-SEP-2005 15:49:29	tiffany	13-SEP-2005 15:49:29
USGS	453302122504101	8	CLSN	     615	     618	122ELBG		U	Y	tiffany	13-SEP-2005 15:49:30	tiffany	13-SEP-2005 15:49:30
USGS	453302122504101	9	BSLT	     618	     665	122STLB	FLOW 2	U	Y	tiffany	13-SEP-2005 15:49:30	tiffany	13-SEP-2005 15:49:30
USGS	453302122504101	10	BSLT	     665	     670	122ELBG		U	Y	tiffany	13-SEP-2005 15:49:30	tiffany	13-SEP-2005 15:49:30
USGS	453302122504101	11	BSLT	     670	     745	122WTRW	FLOW 1	U	Y	tiffany	13-SEP-2005 15:49:30	tiffany	13-SEP-2005 15:49:30
USGS	453302122504101	12	BSLT	     745	     825	122WTRW	FLOW 2	U	Y	tiffany	13-SEP-2005 15:49:30	tiffany	13-SEP-2005 15:49:30
USGS	453302122504101	13	BSLT	     825	     865	122WTRW	FLOW 3	U	Y	tiffany	13-SEP-2005 15:49:30	tiffany	13-SEP-2005 15:49:30
USGS	453302122504101	14	BSLT	     865	     895	122WTRW	FLOW 4	U	Y	tiffany	13-SEP-2005 15:49:30	tiffany	13-SEP-2005 15:49:30
USGS	453302122504101	15	CLSN	     895	     900	122ELBG		U	Y	tiffany	13-SEP-2005 15:49:31	tiffany	13-SEP-2005 15:49:31
USGS	453302122504101	16	BSLT	     900	    1005	122ORTL		U	Y	tiffany	13-SEP-2005 15:49:31	tiffany	13-SEP-2005 15:49:31
USGS	453302122504101	17	BSLT	    1005	    1130	122WPSL	FLOW 1	U	Y	tiffany	13-SEP-2005 15:49:31	tiffany	13-SEP-2005 15:49:31
USGS	453302122504101	18	BSLT	    1130		122WPSL	FLOW 2	U	Y	tiffany	13-SEP-2005 15:49:31	tiffany	13-SEP-2005 15:49:31
USGS	453303118485801	1	CLSN	    2.00	   13.00	110ALVM		N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453303118485801	2	BSLT	   13.00	   83.00	122FSPG		S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453303118485801	3	CLSN	   83.00	  105.00	122VNTG	ROCK RED	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453303118485801	4	BSLT	  105.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453303121133701	1	SNDS			121DLLS		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453304121183301	1	SNDS	    0.00		121DLLS		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453305121375001	1	SDGL	    6.00		110ALVM		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453306119233801	1	CLAY	    0.00	   19.00	110ALVM		N	Y	tiffany	16-AUG-2005 16:08:47	tiffany	16-AUG-2005 16:08:47
USGS	453306119233801	2	BSLT	   19.00		122CBRV		P	Y	tiffany	16-AUG-2005 16:08:48	tiffany	16-AUG-2005 16:08:48
USGS	453306122593501	1				100VLFL		P	Y	tiffany	05-FEB-2002 19:22:01	tiffany	05-FEB-2002 19:22:01
USGS	453306122593502	1				100VLFL		P	Y	tiffany	05-FEB-2002 19:22:01	tiffany	05-FEB-2002 19:22:01
USGS	453308116515501	1	SGVC	    0.00	   15.00	110ALVM		N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453308116515501	2	ROCK	   15.00		122IMNH	SOFT	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453308122494701	1				122CBRV		P	Y	tiffany	20-FEB-2002 20:54:55	tiffany	20-FEB-2002 20:54:55
USGS	453310119234101	1	SOIL	    0.00	    5.00	110ALVM		N	Y	tiffany	16-AUG-2005 17:49:42	tiffany	16-AUG-2005 17:49:42
USGS	453310119234101	2	BSLT	    5.00		122CBRV		P	Y	tiffany	16-AUG-2005 17:49:42	tiffany	16-AUG-2005 17:49:42
USGS	453312119263001	1	GRCM	    4.00	   14.00	121ALKC		N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453312119263001	2	BSLT	   14.00		122GDRD	W/INTERBEDS	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453312120095001	1	GRCL	   18.00	  380.00	121ALKC	& BLDRS	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453312120095001	2	BSLT	  380.00	  944.00	122WNPM	SOFT SEAM AT 553	S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453312120095001	3	CLAY	  904.00	  944.00	122VNTG	&SHLE & BL ROCK	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453312120095001	4	BSLT	  944.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453313121363701	1		   46.00		110VLCC		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453317121132801	1	SNDS			121DLLS		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453317122384101	1	ALVM	       0		110ALVM		P	Y	nwis	04-NOV-1998 00:00:00	tiffany	11-JUN-2002 16:43:30
USGS	453318121063901	2	BSLT	   35.00		122PRPD	SPSN,CLAY 80-100	S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453318121063901	3	BSLT	   35.00		122WNPM	PRPD	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453318121103301	1	SDGL	    3.00		111ALVMY		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453322121110001	1	SNDS	   15.00		121DLLS		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453322121365001	1	SDGL	    5.00		110ALVM		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453323121133301	1	SNDS	    5.00		121DLLS		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453323121364701	1	SDGL	    6.00		110ALVM		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453326121134201	1	SNDS	    1.00		121DLLS		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453327121112101	1	SNDS	   13.00		121DLLS		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453328117550001	1	SGVC	    0.00	  560.00	110ALVM	MOSTLY CLAY	S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453328117550001	2	BSLT	  560.00		122GDRD	CLAY 568-618 FT	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453328118473801	1	SAND	    0.00	   15.00	110ALVM		U	Y	tiffany	19-JAN-2005 20:32:18	tiffany	19-JAN-2005 20:32:18
USGS	453328118473801	2	BSLT	   15.00		122CBRV		P	Y	tiffany	19-JAN-2005 20:32:18	tiffany	19-JAN-2005 20:32:18
USGS	453329121121401	1	SNDS	    0.00	  977.00	121CHNT	& ZONES YEL CLAY	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453329121121401	2	BSLT	  977.00		122PRPD		U	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453329121121401	3	BSLT	  977.00		122WNPM		U	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453330121003701	2	CLAY	    0.00	   79.00	121CHNT	+SNDS	S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453330121003701	3	BSLT	   79.00		122PRPD	ZONES CLAY, SNDS	S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453330121003701	4	BSLT	   79.00		122WNPM	PRPD	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453330121115401	1	SNDS	    3.00		121DLLS		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453333121102401	1	BSLT	  144.00		122CBRV		P	Y	nwis	04-NOV-1998 00:00:00	tiffany	11-JUN-2010 19:24:24
USGS	453333121115101	1	SNDS	    0.00		121DLLS		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453333121121701	1	SNDS	    2.00		121DLLS		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453334121111301	1	SNDS	   18.00		121DLLS		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453335119360601	1	SOIL	    0.00	   16.00	110ALVM		N	Y	tiffany	15-AUG-2005 17:16:46	tiffany	15-AUG-2005 17:16:46
USGS	453335119360601	2	BSLT	   16.00		122CBRV		P	Y	tiffany	15-AUG-2005 17:16:46	tiffany	15-AUG-2005 17:16:46
USGS	453335121133301	1	BSLT	  155.00		122CBRV		P	Y	nwis	04-NOV-1998 00:00:00	tiffany	11-JUN-2010 19:24:24
USGS	453335121172001	2	SDMN	    0.00	  440.00	121CHNT		N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453335121172001	3	BSLT	  440.00	  555.00	122PRPD	CLST 531-555GH	S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453335121172001	4	BSLT	  555.00		122FSPG		U	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453336121114901	1	SNDS	    0.00		121DLLS		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453337120103201	1	GRCL	    0.00	  352.00	122SELH	INCLUDES ALKC	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453337120103201	2	BSLT	  352.00	  410.00	122PRPD	CLSN 383-410	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453337120103201	3	BSLT	  410.00	  910.00	122FSPG	W/SS CLAY ZONES	S	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453337120103201	4	BSLT	  910.00		122GDRD	1 ZONE W/SS	P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453337121363301	1	BSLT	  110.00		122CBRV		P	Y	nwis	04-NOV-1998 00:00:00	tiffany	11-JUN-2010 19:24:24
USGS	453338121095501	1	BSLT			122MOCN		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453339119380401	1	GRVL	    0.00	   34.00	121ALKC	WITH SAND, CLAY	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453339119380401	2	BSLT	   34.00	  146.00	122FSPG		N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453339119380401	3	BSLT	  146.00	  155.00	122VNTG	BROKEN WITH CLAY	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453339119380401	4	BSLT	  155.00		122GDRD		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453339121341001	1	SDGL	    3.00		110ALVM		P	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453340119361001	1	CLSN	    3.00	   12.00	121ALKC	WHITE	N	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
USGS	453340119361001	2	BSLT	   12.00	  258.00	122FSPG		U	Y	nwis	04-NOV-1998 00:00:00	nwis	08-OCT-1985 00:00:00
